Time,Fragment,Date,,Rep,BW,AW_kelsey,Notes
7,24B,11/22/19,,Top,10.615,12.17200849,
7,328G,11/22/19,,Top,14.348,16.45256503,
7,46B,11/22/19,,Top,7.039,8.071480712,
7,259G,11/22/19,,Top,10.592,12.14563485,
7,48W,11/22/19,,Top,11.26,12.91161711,
7,191W,11/22/19,,Top,3.998,4.584426749,
7,13B,11/22/19,,Top,6.178,7.084189208,
7,105W,11/22/19,,Top,6.53,7.487820578,
7,361B,11/22/19,,Top,6.961,7.98203967,
7,83B,11/22/19,,Top,6.415,7.355952375,
7,50W,11/22/19,,Top,14.295,16.39179099,
7,405B,11/22/19,,Top,6.461,7.408699656,
7,310B,11/22/19,,Top,4.603,5.278168165,
7,424B,11/22/19,,Top,11.776,13.503304,
7,106W,11/22/19,,Top,7.314,8.386817719,
7,477B,11/22/19,,Top,3.807,4.365410864,
7,311G,11/22/19,,Top,8.7,9.976116237,
7,421B,11/22/19,,Top,14.947,17.13942637,
7,399G,11/22/19,,Top,6.5,7.453420177,
7,32W,11/22/19,,Top,6.794,7.790544105,
7,868B,11/22/19,,Top,4.446,#VALUE!,
7,345G,11/22/19,,Top,5.125,5.098139401,
7,421B,11/22/19,,Top,14.945,17.13713301,
7,461B,11/22/19,,Top,4.346,4.983471398,
7,386B,11/22/19,,Top,8.003,9.176880258,
7,18W,11/22/19,,Top,4.84,5.549931332,
7,33B,11/22/19,,Control,3.959,4.539887009,
7,313B,11/22/19,,Control,11.357,13.02336367,
7,82B,11/22/19,,Control,6.758,7.749572216,
7,59W,11/22/19,,Control,8.942,10.25402112,
7,465G,11/22/19,,Control,4.253,4.877024362,
7,463B,11/22/19,,Control,2.795,3.205098305,
7,318G,11/22/19,,Control,12.27,14.07032422,
7,461G,11/22/19,,Control,4.708,5.398784551,
7,454G,11/22/19,,Control,5.1,5.848301021,
7,383G,11/22/19,,Control,11.715,13.43389146,
7,93W,11/22/19,,Control,4.31,4.942409321,
7,69W,11/22/19,,Control,10.937,12.54179368,
7,21W,11/22/19,,Control,4.405,5.051348738,
7,11W,11/22/19,,Control,4.54,5.206157383,
7,367B,11/22/19,,Control,9.19,10.53845514,
7,484G,11/22/19,,Control,3.543,4.062866874,
7,104W,11/22/19,,Control,8.098,9.286225217,
7,350G,11/22/19,,Control,7.003,8.030555099,
7,3B,11/22/19,,Control,5.935,6.80584671,
7,369G,11/22/19,,Control,5.315,6.094873676,
7,402B,11/22/19,,Control,6.726,7.712910695,
7,485G,11/22/19,,Control,2.524,2.894348289,
7,33W,11/22/19,,Control,8.357,9.583228468,
7,464G,11/22/19,,Control,4.634,5.313950068,
7,436B,11/22/19,,Control,11.266,12.91906808,
7,355G,11/22/19,,Control,9.266,10.62560668,
7,496G,11/22/19,,Control,2.6,2.981499823,
7,79W,11/22/19,,Control,7.973,9.142883879,
7,450G,11/22/19,,Control,4.465,5.12015258,
7,4W,11/25/19,,Control,13.52,15.50216497,
7,22B,11/25/19,,Control,9.748,11.17715267,
7,7W,11/25/19,,Control,14.453,16.57187711,
7,494G,11/25/19,,Control,2.635,3.021303271,
7,493B,11/25/19,,Control,2.051,2.351686151,
7,360G,11/25/19,,Control,5.766,6.611352307,
7,89W,11/25/19,,Control,4.945,5.669985633,
7,326G,11/25/19,,Control,13.88,15.91494451,
7,96B,11/25/19,,Control,9.079,10.41007069,
7,432B,11/25/19,,Control,12.275,14.07463572,
7,451G,11/25/19,,Control,4.033,4.624277464,
7,446B,11/25/19,,Control,5.054,5.794966105,
7,19B,11/25/19,,Control,9.535,10.93292477,
7,449G,11/25/19,,Control,4.396,5.040496834,
7,375G,11/25/19,,Control,7.56,8.668370351,
7,337G,11/25/19,,Control,9.321,10.68755027,
7,427G,11/25/19,,Control,13.028,14.93803293,
7,332G,11/25/19,,Control,9.14,10.48001389,
7,97W,11/25/19,,Control,6.859,7.864596857,
7,46W,11/25/19,,Control,9.98,11.44316615,
7,452B,11/25/19,,Control,7.51,8.611078651,
7,349G,11/25/19,,Control,6.151,7.052828865,
7,379B,11/25/19,,Control,6.904,7.91622996,
7,367G,11/25/19,,Control,5.862,6.721487336,
7,317B,11/25/19,,Control,9.293,10.65554108,
7,52W,11/25/19,,Control,10.578,12.12894798,
7,72B,11/25/19,,Control,10.307,11.81821392,
7,456B,11/25/19,,Control,7.953,9.119070076,
7,353G,11/25/19,,Control,5.886,6.74900622,
7,441G,11/25/19,,Control,3.217,3.688660455,
7,347B,11/25/19,,Control,11.503,13.18951235,
7,92W,11/25/19,,Control,4.422,5.070354316,
7,421G,11/25/19,,Control,4.206,4.822684363,
7,81W,11/25/19,,Control,10.875,12.46955006,
7,306G,11/25/19,,Control,15.307,17.55139336,
7,112W,11/25/19,,Control,7.275,8.341699008,
7,12B,11/25/19,,Control,8.964,10.27834913,
7,472B,11/25/19,,Control,3.113,3.569460501,
7,9B,11/25/19,,Control,7.639,8.759109786,
7,302B,11/25/19,,Control,2.345,2.688848337,
7,410B,11/25/19,,Control,7.319,8.392188051,
7,316G,11/25/19,,Control,11.482,13.16561049,
7,64B,11/25/19,,Control,9.158,10.5008414,
7,429B,11/25/19,,Control,9.133,10.47217564,
7,381B,11/25/19,,Control,7.885,9.04118087,
7,471B,11/25/19,,Control,2.272,2.605144317,
7,230G,11/25/19,,Control,9.725,11.15098084,
7,90W,11/25/19,,Control,4.207,4.823874181,
7,444B,11/25/19,,Control,5.828,6.682562094,
7,406B,11/25/19,,Control,5.324,6.104660361,
7,325B,11/25/19,,Control,5.765,6.610353867,
7,395B,11/25/19,,Control,8.807,10.09841917,
7,86W,11/25/19,,Control,3.76,4.311349616,
7,475G,11/25/19,,Control,2.722,3.12114193,
7,418G,11/25/19,,Control,9.136,10.47566226,
7,459B,11/25/19,,Control,2.266,2.598276125,
7,425B,11/25/19,,Control,11.494,13.17942885,
7,32B,11/25/19,,Top,7.17,8.221413381,
8,Standard,12/5/19,,Top,17.496,20.06075646,
8,325G,12/5/19,,Top,10.936,20.43813431,
8,482G,12/5/19,,Top,3.463,6.471951272,
8,445B,12/5/19,,Top,7.104,13.2765642,
8,380B,12/5/19,,Top,14.083,26.31951769,
8,105W,12/5/19,,Top,7.258,13.5643726,
8,368G,12/5/19,,Top,7.311,13.66379946,
8,111W,12/5/19,,Top,9.191,17.17740129,
8,440B,12/5/19,,Top,2.479,4.633095179,
8,399G,12/5/19,,Top,5.757,10.75947114,
8,320B,12/5/19,,Top,10.961,20.48542003,
8,382B,12/5/19,,Top,14.066,26.28846986,
8,97B,12/5/19,,Top,4.07,7.606574175,
8,83B,12/5/19,,Top,6.602,12.33872302,
8,1B,12/5/19,,Top,7.584,14.1740193,
8,401B,12/5/19,,Top,9.56,17.86703909,
8,24B,12/5/19,,Top,11.062,20.67418268,
8,91W,12/5/19,,Top,4.389,8.202765123,
8,448G,12/5/19,,Top,5.715,10.68097578,
8,430B,12/5/19,,Top,13.292,24.84191251,
8,444G,12/5/19,,Top,8.683,16.22798122,
8,15W,12/5/19,,Top,4.392,8.208371935,
8,463G,12/5/19,,Top,5.635,10.5314608,
8,323B,12/5/19,,Top,9.957,18.60951794,
8,477B,12/5/19,,Top,3.907,7.302137853,
8,47W,12/5/19,,Top,10.469,19.56644003,
8,113W,12/5/19,,Top,6.184,11.55782454,
8,371G,12/5/19,,Top,9.169,17.13675505,
8,377B,12/5/19,,Top,9.396,17.56101543,
8,343G,12/5/19,,Top,4.077,7.619865889,
8,421B,12/5/19,,Top,16.495,30.82896439,
8,443B,12/5/19,,Top,8.729,16.31484693,
8,32B,12/5/19,,Top,7.397,13.82528614,
8,185W,12/5/19,,Top,4.444,8.306012113,
8,85B,12/5/19,,Top,8.537,15.95599132,
8,2B,12/5/19,,Top,5.671,10.59932374,
8,107W,12/5/19,,Top,12.004,22.43595171,
8,48W,12/5/19,,Top,12.429,23.23029355,
8,420G,12/5/19,,Top,4.833,9.033315343,
8,312G,12/5/19,,Top,14.347,26.81730459,
8,388B,12/5/19,,Top,10.583,19.78166407,
8,462B,12/5/19,,Top,4.07,7.607613415,
8,334G,12/5/19,,Top,12.318,23.02471303,
8,424B,12/5/19,,Top,12.972,24.24716492,
8,422G,12/5/19,,Top,6.068,11.34226,
8,58W,12/5/19,,Top,10.434,19.50315439,
8,389G,12/5/19,,Top,9.41,17.58910129,
8,108W,12/5/19,,Top,5.208,9.735018604,
8,51W,12/5/19,,Top,12.318,23.02533778,
8,46B,12/5/19,,Top,7.445,13.91651565,
8,25W,12/5/19,,Top,7.59,14.18755592,
8,466B,12/5/19,,Top,5.673,10.60421669,
8,184W,12/5/19,,Top,4.171,7.796613402,
8,461B,12/5/19,,Top,4.497,8.405986686,
8,21B,12/5/19,,Top,7.551,14.11465543,
8,438B,12/5/19,,Top,5.681,10.61945811,
8,457G,12/5/19,,Top,6.969,13.02710853,
8,345G,12/5/19,,Top,5.635,10.53347059,
8,361B,12/5/19,,Top,6.207,11.60270665,
8,44B,12/5/19,,Top,7.755,14.49637346,
8,331G,12/5/19,,Top,9.817,18.35085728,
8,47B,12/5/19,,Top,8.661,16.18995364,
8,427B,12/5/19,,Top,14.229,26.59818155,
8,434G,12/5/19,,Top,3.853,7.20238903,
8,10W,12/5/19,,Top,6.498,12.14667114,
8,34B,12/5/19,,Top,7.523,14.06269729,
8,4B,12/5/19,,Top,7.098,13.26896326,
8,86B,12/5/19,,Top,4.886,9.133862286,
8,405B,12/5/19,,Top,7.349,13.73818132,
8,488G,12/5/19,,Top,3.215,6.010103817,
8,78B,12/5/19,,Top,10.076,18.83602055,
8,311G,12/5/19,,Top,9.834,18.38362704,
8,18W,12/5/19,,Top,5.185,9.692811288,
8,366G,12/5/19,,Top,5.44,10.16950693,
8,100W,12/5/19,,Top,6.884,12.86891281,
8,424G,12/5/19,,Top,7.406,13.84473682,
8,32W,12/5/19,,Top,7.102,13.27679771,
8,106W,12/5/19,,Top,8,14.95555923,
8,417G,12/5/19,,Top,10.397,19.43661867,
8,313G,12/5/19,,Top,15.943,29.80695217,
8,342G,12/5/19,,Top,6.922,12.94133619,
8,50W,12/5/19,,Top,15.644,29.24638033,
8,103W,12/5/19,,Top,7.327,13.69779012,
8,259G,12/5/19,,Top,11.602,21.6898814,
8,443G,12/5/19,,Top,7.162,13.38932344,
8,321B,12/5/19,,Top,4.861,9.087615366,
8,310B,12/5/19,,Top,4.949,9.252130929,
8,13B,12/5/19,,Top,6.872,12.84716988,
8,407B,12/5/19,,Top,17.309,32.35908956,
8,489G,12/5/19,,Top,3.858,7.212511846,
8,386B,12/5/19,,Top,8.834,16.51556095,
8,304B,12/5/19,,Top,7.924,14.81427496,
8,324B,12/5/19,,Top,8.686,16.23886829,
8,303B,12/5/19,,Top,8.042,15.03488128,
8,409B,12/5/19,,Top,15.558,29.08638186,
8,191W,12/5/19,,Top,4.278,7.997913715,
8,109R,12/5/19,,Top,9.928,18.56084324,
8,442B,12/5/19,,Top,7.658,14.31697598,
8,305G,12/5/19,,Top,14.179,26.50827924,
8,70W,12/6/19,,Bottom,12.171,22.75896974,
8,425G,12/6/19,,Bottom,5.939,11.1055395,
8,74W,12/6/19,,Bottom,9.071,16.96217357,
8,28B,12/6/19,,Bottom,4.298,8.036977402,
8,23B,12/6/19,,Bottom,4.051,7.575103642,
8,87W,12/6/19,,Bottom,7.008,13.10449922,
8,98B,12/6/19,,Bottom,11.052,20.66706141,
8,435B,12/6/19,,Bottom,12.608,23.57675626,
8,41B,12/6/19,,Bottom,5.343,9.99132366,
8,493G,12/6/19,,Bottom,2.048,3.829726905,
8,71B,12/6/19,,Bottom,17.319,32.38625013,
8,436W,12/6/19,,Bottom,3.225,6.030697886,
8,65W,12/6/19,,Bottom,12.17,22.75890605,
8,434B,12/6/19,,Bottom,13.449,25.15074178,
8,192W,12/6/19,,Bottom,3.186,5.958083376,
8,346B,12/6/19,,Bottom,12.002,22.44473217,
8,357G,12/6/19,,Bottom,13.124,24.54296492,
8,37W,12/6/19,,Bottom,3.931,7.351294963,
8,389B,12/6/19,,Bottom,9.452,17.67602137,
8,370G,12/6/19,,Bottom,7.37,13.78250925,
8,68B,12/6/19,,Bottom,6.306,11.7927413,
8,366B,12/6/19,,Bottom,6.375,11.92209087,
8,326B,12/6/19,,Bottom,8.262,15.45102977,
8,3W,12/6/19,,Bottom,12.074,22.57997257,
8,57B,12/6/19,,Bottom,6.605,12.35222121,
8,312B,12/6/19,,Bottom,5.494,10.27450466,
8,449B,12/6/19,,Bottom,8.267,15.46038042,
8,338G,12/6/19,,Bottom,6.23,11.65092174,
8,6W,12/6/19,,Bottom,11.188,20.92303571,
8,322G,12/6/19,,Bottom,5.171,9.67045206,
8,448B,12/6/19,,Bottom,4.355,8.144424428,
8,301G,12/6/19,,Bottom,10.171,19.02111156,
8,357B,12/6/19,,Bottom,6.822,12.75803983,
8,452G,12/6/19,,Bottom,5.879,10.99450545,
8,350B,12/6/19,,Bottom,14.507,27.13000349,
8,64W,12/6/19,,Bottom,11.492,21.49155581,
8,356G,12/6/19,,Bottom,12.854,24.03867545,
8,26B,12/6/19,,Bottom,9.793,18.31420171,
8,403G,12/6/19,,Bottom,13.799,25.8059501,
8,37B,12/6/19,,Bottom,7.978,14.91991231,
8,80W,12/6/19,,Bottom,5.575,10.42680479,
8,458B,12/6/19,,Bottom,2.612,4.885168449,
8,61W,12/6/19,,Bottom,7.674,14.35252017,
8,194W,12/6/19,,Bottom,1.252,2.341589165,
8,382G,12/6/19,,Bottom,13.606,25.44701452,
8,79B,12/6/19,,Bottom,3.818,7.140724785,
8,459G,12/6/19,,Bottom,9.268,17.33374471,
8,317G,12/6/19,,Bottom,15.215,28.45629324,
8,95W,12/6/19,,Bottom,6.737,12.60006885,
8,454B,12/6/19,,Bottom,11.559,21.61855364,
8,377G,12/6/19,,Bottom,14.521,27.1583197,
8,29B,12/6/19,,Bottom,9.53,17.82375778,
8,331B,12/6/19,,Bottom,7.14,13.35413935,
8,354G,12/6/19,,Bottom,14.846,27.76688415,
8,98W,12/6/19,,Bottom,8.152,15.24691092,
8,332B,12/6/19,,Bottom,7.496,14.01997599,
8,437G,12/6/19,,Bottom,3.738,6.99128472,
8,474B,12/6/19,,Bottom,5.802,10.85164097,
8,48B,12/6/19,,Bottom,5.547,10.3749772,
8,374G,12/6/19,,Bottom,6.989,13.07205979,
8,94B,12/6/19,,Bottom,10.271,19.21063472,
8,428G,12/6/19,,Bottom,7.352,13.75100637,
8,456G,12/6/19,,Bottom,3.255,6.088074775,
8,88W,12/6/19,,Bottom,7.012,13.11507844,
8,78W,12/6/19,,Bottom,13.293,24.86291182,
8,336G,12/6/19,,Bottom,8.885,16.6182932,
8,38B,12/6/19,,Bottom,6.963,13.02343,
8,447B,12/6/19,,Bottom,5.955,11.13809072,
8,361G,12/6/19,,Bottom,5.687,10.63682988,
8,88B,12/6/19,,Bottom,9.188,17.18501721,
8,56B,12/6/19,,Bottom,6.656,12.44922449,
8,343B,12/6/19,,Bottom,15.447,28.89245172,
8,56W,12/6/19,,Bottom,13.523,25.29375442,
8,59B,12/6/19,,Bottom,8.828,16.51211004,
8,453G,12/6/19,,Bottom,15.548,29.08136462,
8,40W,12/6/19,,Bottom,10.395,19.44306568,
8,73B,12/6/19,,Bottom,16.804,31.43061815,
8,387G,12/6/19,,Bottom,8.614,16.11183913,
8,72W,12/6/19,,Bottom,7.035,13.15843839,
8,62W,12/6/19,,Bottom,7.884,14.74642904,
8,338B,12/6/19,,Bottom,9.416,17.61191981,
8,99B,12/6/19,,Bottom,9.395,17.57264089,
8,432G,12/6/19,,Bottom,4.015,7.509755528,
8,10B,12/6/19,,Bottom,10.506,19.65068283,
8,352G,12/6/19,,Bottom,14.613,27.33251744,
8,330B,12/6/19,,Bottom,7.025,13.13973414,
8,77B,12/6/19,,Bottom,14.397,26.92850569,
8,476B,12/6/19,,Bottom,3.031,5.669257536,
8,54W,12/6/19,,Bottom,10.631,19.88448593,
8,319G,12/6/19,,Bottom,6.713,12.55616161,
8,96W,12/6/19,,Bottom,11.878,22.21690564,
8,52B,12/6/19,,Bottom,5.193,9.713115929,
8,467B,12/6/19,,Bottom,2.723,5.093166701,
8,392G,12/6/19,,Bottom,11.363,21.25363688,
8,99W,12/6/19,,Bottom,4.835,9.043503855,
8,307G,12/6/19,,Bottom,12.519,23.41584793,
8,314G,12/6/19,,Bottom,6.827,12.76939003,
8,68W,12/6/19,,Bottom,8.241,15.41417069,
8,450B,12/6/19,,Bottom,8.803,16.46534942,
8,81W,12/6/19,,Control,11.459,21.43430535,
8,425B,12/6/19,,Control,12.156,22.7380588,
8,97W,12/6/19,,Control,7.1,13.28070233,
8,317B,12/6/19,,Control,9.726,18.19269167,
8,475G,12/6/19,,Control,2.743,5.13084035,
8,381B,12/6/19,,Control,8.295,15.51597547,
8,485G,12/6/19,,Control,2.52,4.713714066,
8,12B,12/6/19,,Control,9.407,17.59599533,
8,59W,12/6/19,,Control,9.344,17.47815247,
8,456B,12/6/19,,Control,8.32,15.5627385,
8,449G,12/6/19,,Control,4.661,8.718500501,
8,459B,12/6/19,,Control,2.218,4.148816587,
8,19B,12/6/19,,Control,9.482,17.73628443,
8,441G,12/6/19,,Control,3.358,6.281211045,
8,353G,12/6/19,,Control,6.191,11.58039833,
8,9B,12/6/19,,Control,7.996,14.95668955,
8,7W,12/6/19,,Control,15.057,28.16444154,
8,496G,12/6/19,,Control,2.57,4.807240139,
8,379B,12/6/19,,Control,7.239,13.54070481,
8,302B,12/6/19,,Control,2.375,4.442488455,
8,230G,12/6/19,,Control,10.214,19.10550614,
8,316G,12/6/19,,Control,12.133,22.69503681,
8,46W,12/6/19,,Control,10.653,19.92666506,
8,313B,12/6/19,,Control,12.092,22.61776172,
8,395B,12/6/19,,Control,9.457,17.68906489,
8,325B,12/6/19,,Control,6.01,11.24154383,
8,33W,12/6/19,,Control,8.629,16.14031309,
8,432B,12/6/19,,Control,13.093,24.49010538,
8,92W,12/6/19,,Control,4.619,8.639715629,
8,326G,12/6/19,,Control,14.534,27.18545723,
8,369G,12/6/19,,Control,5.583,10.44285178,
8,318G,12/6/19,,Control,13.219,24.725785,
8,451G,12/6/19,,Control,4.251,7.951381498,
8,82B,12/6/19,,Control,7.193,13.4543136,
8,104W,12/6/19,,Control,8.647,16.17398161,
8,337G,12/6/19,,Control,9.8,18.33063719,
8,452B,12/6/19,,Control,7.771,14.5354471,
8,427G,12/6/19,,Control,13.445,25.14851194,
8,349G,12/6/19,,Control,6.571,12.29087928,
8,375G,12/6/19,,Control,7.937,14.84594565,
8,22B,12/6/19,,Control,10.201,19.08168055,
8,461G,12/6/19,,Control,4.747,8.87959392,
8,96B,12/6/19,,Control,9.481,17.73441391,
8,484G,12/6/19,,Control,3.516,6.576922735,
8,306G,12/6/19,,Control,16.172,30.25085167,
8,112W,12/6/19,,Control,7.56,14.14150622,
8,72B,12/6/19,,Control,11.036,20.64360617,
8,355G,12/6/19,,Control,9.834,18.39518151,
8,450G,12/6/19,,Control,4.825,9.025498349,
8,89B,12/6/19,,Control,10.264,19.19952644,
8,86W,12/6/19,,Control,3.794,7.096941085,
8,418G,12/6/19,,Control,9.348,17.48608468,
8,463B,12/6/19,,Control,2.829,5.291841416,
8,471B,12/6/19,,Control,2.25,4.208781614,
8,429B,12/6/19,,Control,9.745,18.22870081,
8,332G,12/6/19,,Control,9.762,18.26050049,
8,347B,12/6/19,,Control,12.199,22.81907862,
8,383G,12/6/19,,Control,12.342,23.08657008,
8,11W,12/6/19,,Control,4.799,8.97686354,
8,90W,12/6/19,,Control,4.365,8.16503633,
8,360G,12/6/19,,Control,5.873,10.9858553,
8,494G,12/6/19,,Control,2.603,4.869092685,
8,464G,12/6/19,,Control,4.689,8.771100883,
8,69W,12/6/19,,Control,11.583,21.66680775,
8,472B,12/6/19,,Control,3.121,5.838047741,
8,367B,12/6/19,,Control,9.664,18.07718467,
8,493B,12/6/19,,Control,2.003,3.746750921,
8,444B,12/6/19,,Control,6.086,11.38457893,
8,465G,12/6/19,,Control,4.33,8.099774364,
8,446B,12/6/19,,Control,5.276,9.869378648,
8,64B,12/6/19,,Control,9.792,18.31708789,
8,436B,12/6/19,,Control,12.235,22.88700678,
8,89W,12/6/19,,Control,5.208,9.742176649,
8,421G,12/6/19,,Control,4.424,8.275612422,
8,454G,12/6/19,,Control,5.455,10.2042192,
8,93W,12/6/19,,Control,4.546,8.503827773,
8,33B,12/6/19,,Control,4.15,7.76306319,
8,402B,12/6/19,,Control,7.326,13.7041448,
8,52W,12/6/19,,Control,11.134,20.82745676,
8,79W,12/6/19,,Control,8.632,16.14717143,
8,320G,12/6/19,,Control,6.925,12.9543589,
8,372B,12/6/19,,Control,5.805,10.85921349,
8,3B,12/6/19,,Control,6.346,11.87124355,
8,350G,12/6/19,,Control,7.588,14.19461015,
8,367G,12/6/19,,Control,6.022,11.26514791,
8,406B,12/6/19,,Control,5.6,10.47599466,
8,21W,12/6/19,,Control,4.685,8.764291957,
8,4W,12/6/19,,Control,13.948,26.09270954,
9,Standard,12/12/19,,Bottom,17.496,20.06198806,
9,40W,12/12/19,,Bottom,10.765,20.12532276,
9,78W,12/12/19,,Bottom,14.036,26.24050444,
9,317G,12/12/19,,Bottom,15.951,29.82062455,
9,61W,12/12/19,,Bottom,7.924,14.81403228,
9,459G,12/12/19,,Bottom,9.65,18.04081418,
9,73B,12/12/19,,Bottom,17.704,33.09788334,
9,95W,12/12/19,,Bottom,7.04,13.16138154,
9,80W,12/12/19,,Bottom,5.915,11.05817781,
9,336G,12/12/19,,Bottom,9.305,17.3958317,
9,326B,12/12/19,,Bottom,8.672,16.21242907,
9,357B,12/12/19,,Bottom,7.116,13.30346463,
9,56B,12/12/19,,Bottom,6.901,12.90151903,
9,57B,12/12/19,,Bottom,6.817,12.74447982,
9,452G,12/12/19,,Bottom,6.159,11.51433933,
9,370G,12/12/19,,Bottom,7.401,13.83627624,
9,476B,12/12/19,,Bottom,3.1,5.79549471,
9,454B,12/12/19,,Bottom,11.982,22.40052181,
9,467B,12/12/19,,Bottom,2.8,5.234640383,
9,48B,12/12/19,,Bottom,5.771,10.78896773,
9,41B,12/12/19,,Bottom,5.53,10.33841476,
9,194W,12/12/19,,Bottom,1.29,2.411673605,
9,366B,12/12/19,,Bottom,6.403,11.97050085,
9,343B,12/12/19,,Bottom,16.128,30.15233944,
9,493G,12/12/19,,Bottom,2.069,3.868129359,MOSTLY DEAD
9,71B,12/12/19,,Bottom,18.288,34.19059919,
9,312B,12/12/19,,Bottom,5.688,10.634084,
9,74W,12/12/19,,Bottom,9.652,18.04503846,
9,37W,12/12/19,,Bottom,4.075,7.618476143,
9,3W,12/12/19,,Bottom,12.492,23.3546022,
9,56W,12/12/19,,Bottom,14.083,26.32907964,
9,354G,12/12/19,,Bottom,15.621,29.20447014,
9,361G,12/12/19,,Bottom,5.77,10.78738831,
9,377G,12/12/19,,Bottom,15.227,28.46786165,
9,450B,12/12/19,,Bottom,9.125,17.05977787,
9,438G,12/12/19,,Bottom,3.786,7.078171945,
9,428G,12/12/19,,Bottom,7.599,14.20682214,
9,432G,12/12/19,,Bottom,4.16,7.777389142,
9,338B,12/12/19,,Bottom,9.819,18.35725577,
9,68B,12/12/19,,Bottom,6.453,12.06430099,
9,99B,12/12/19,,Bottom,9.875,18.46195139,
9,382G,12/12/19,,Bottom,14.223,26.59081869,
9,59B,12/12/19,,Bottom,9.321,17.42621255,
9,474B,12/12/19,,Bottom,5.893,11.01734476,
9,352G,12/12/19,,Bottom,15.323,28.64810842,
9,425G,12/12/19,,Bottom,6.166,11.52804519,
9,392G,12/12/19,,Bottom,11.798,22.05771606,
9,98W,12/12/19,,Bottom,8.46,15.81694167,
9,65W,12/12/19,,Bottom,12.576,23.51227641,
9,72W,12/12/19,,Bottom,7.457,13.94171797,
9,26B,12/12/19,,Bottom,10.238,19.14111688,
9,346B,12/12/19,,Bottom,12.54,23.44497028,
9,88B,12/12/19,,Bottom,9.625,17.99504298,
9,458B,12/12/19,,Bottom,2.682,5.014307041,
9,350B,12/12/19,,Bottom,15.192,28.40318887,
9,87W,12/12/19,,Bottom,7.232,13.52105463,
9,357G,12/12/19,,Bottom,13.82,25.83807729,
9,314G,12/12/19,,Bottom,7.096,13.26678701,
9,448B,12/12/19,,Bottom,4.461,8.340351867,
9,29B,12/12/19,,Bottom,9.946,18.59518935,
9,403G,12/12/19,,Bottom,14.287,26.71118743,
9,387G,12/12/19,,Bottom,9.018,16.86018676,
9,453G,12/12/19,,Bottom,16.145,30.18493183,
9,447B,12/12/19,,Bottom,6.205,11.60096017,
9,356G,12/12/19,,Bottom,13.529,25.29401937,
9,449B,12/12/19,,Bottom,8.557,15.99829431,
9,94B,12/12/19,,Bottom,10.69,19.9861828,
9,54W,12/12/19,,Bottom,11.091,20.73589835,
9,68W,12/12/19,,Bottom,8.7,16.26564924,
9,99W,12/12/19,,Bottom,4.991,9.33124774,
9,374G,12/12/19,,Bottom,7.337,13.71736419,
9,331B,12/12/19,,Bottom,7.411,13.85571569,
9,37B,12/12/19,,Bottom,8.287,15.49391298,
9,70W,12/12/19,,Bottom,12.719,23.78026779,
9,88W,12/12/19,,Bottom,7.315,13.6765987,
9,64W,12/12/19,,Bottom,11.849,22.15365933,
9,98B,12/12/19,,Bottom,11.601,21.68998243,
9,28B,12/12/19,,Bottom,4.341,8.116215305,
9,435B,12/12/19,,Bottom,13.237,24.7487542,
9,52B,12/12/19,,Bottom,5.35,10.00270718,
9,322G,12/12/19,,Bottom,5.387,10.07215371,
9,340G,12/12/19,,Bottom,5.278,9.868354793,
9,10B,12/12/19,,Bottom,10.931,20.43785264,
9,38B,12/12/19,,Bottom,7.278,13.60778442,
9,436W,12/12/19,,Bottom,3.389,6.336463508,
9,332B,12/12/19,,Bottom,7.845,14.66791272,
9,192W,12/12/19,,Bottom,3.363,6.287850923,
9,330B,12/12/19,,Bottom,7.328,13.70127016,
9,319G,12/12/19,,Bottom,7.086,13.24879918,
9,389B,12/12/19,,Bottom,10.019,18.73267273,
9,437G,12/12/19,,Bottom,3.871,7.237666049,
9,434B,12/12/19,,Bottom,14.133,26.42467948,
9,96W,12/12/19,,Bottom,12.455,23.28729802,
9,456G,12/12/19,,Bottom,3.402,6.3607698,
9,79B,12/12/19,,Bottom,3.815,7.132962019,MOSTLY DEAD
9,6W,12/12/19,,Bottom,11.661,21.80274446,
9,62W,12/12/19,,Bottom,8.185,15.30361576,
9,77B,12/12/19,,Bottom,15.15,28.32617945,
9,407B,12/12/19,,Top,17.575,32.86023787,
9,313G,12/12/19,,Top,17.041,31.86181016,
9,489G,12/12/19,,Top,3.917,7.32367293,MOSTLY DEAD
9,366G,12/12/19,,Top,5.476,10.23855833,MOSTLY DEAD
9,100W,12/12/19,,Top,7.213,13.48625296,
9,108W,12/12/19,,Top,5.402,10.10019943,
9,32W,12/12/19,,Top,7.33,13.70500959,
9,482G,12/12/19,,Top,3.468,6.484343693,MOSTLY DEAD
9,85B,12/12/19,,Top,8.875,16.59416098,
9,420G,12/12/19,,Top,5.088,9.513362374,
9,106W,12/12/19,,Top,8.291,15.50221844,
9,462B,12/12/19,,Top,4.219,7.888536921,
9,388B,12/12/19,,Top,11.413,21.33962358,
9,105W,12/12/19,,Top,7.688,14.37475038,
9,422G,12/12/19,,Top,6.4,11.96649355,
9,13B,12/12/19,,Top,7.275,13.60253759,
9,310B,12/12/19,,Top,5.157,9.642376132,
9,424G,12/12/19,,Top,7.826,14.6327779,
9,50W,12/12/19,,Top,16.323,30.52016785,
9,305G,12/12/19,,Top,15.138,28.30449678,
9,91W,12/12/19,,Top,4.502,8.417680308,
9,46B,12/12/19,,Top,7.75,14.49067579,
9,477B,12/12/19,,Top,3.995,7.469709647,
