Fragment,Date.1,X.1,Rep.1,BW.1,AW_kelsey.1,Notes.1,Date.2,X.2,Rep.2,BW.2,AW_kelsey.2,Notes.2,Date.3,X.3,Rep.3,BW.3,AW_kelsey.3,Notes.3,Date.4,X.4,Rep.4,BW.4,AW_kelsey.4,Notes.4,Date.5,X.5,Rep.5,BW.5,AW_kelsey.5,Notes.5,Date.6,X.6,Rep.6,BW.6,AW_kelsey.6,Notes.6,Date.7,X.7,Rep.7,BW.7,AW_kelsey.7,Notes.7,Date.8,X.8,Rep.8,BW.8,AW_kelsey.8,Notes.8,Date.9,X.9,Rep.9,BW.9,AW_kelsey.9,Notes.9,Date.10,X.10,Rep.10,BW.10,AW_kelsey.10,Notes.10
496G,10/4/19,NA,NA,2.503,4.67878226,,10/10/19,NA,Bottom,2.486,4.645216651,,10/17/19,NA,Bottom,2.493,4.654475215,,10/24/19,NA,Bottom,2.437,4.552372005,,11/1/19,NA,Top,2.556,4.770863836,,11/14/19,NA,Control,2.578,4.820217929,,11/22/19,NA,Control,2.6,2.981499823,,12/6/19,NA,Control,2.57,4.807240139,,12/13/19,NA,Control,2.582,4.824841631,MOSTLY DEAD,12/19/19,NA,Control,2.584,4.831377173,MOSTLY DEAD
4B,10/4/19,NA,NA,4.706,8.797012585,,10/10/19,NA,Top,4.836,9.037245113,,10/17/19,NA,Top,4.962,9.265574605,,10/24/19,NA,Top,5.202,9.717202548,,11/4/19,NA,Top,5.676,10.60030902,,11/17/19,NA,Top,6.213,11.61509636,,11/21/19,NA,Top,6.374,7.309307293,,12/5/19,NA,Top,7.098,13.26896326,,12/12/19,NA,Top,7.465,13.95816376,,12/19/19,NA,Top,7.886,14.73968385,
4W,10/4/19,NA,NA,10.77,20.13721765,,10/10/19,NA,Bottom,11.003,20.55966163,,10/17/19,NA,Bottom,11.31,21.11542157,,10/24/19,NA,Bottom,11.579,21.63039985,,11/1/19,NA,Top,12.218,22.80592476,,11/14/19,NA,Control,12.901,24.12165691,,11/25/19,NA,Control,13.52,15.50216497,,12/6/19,NA,Control,13.948,26.09270954,,12/13/19,NA,Control,14.419,26.94326416,,12/19/19,NA,Control,14.667,27.42118498,
50W,10/4/19,NA,NA,18.469,34.52533878,,NA,NA,NA,NA,NA,NA,10/17/19,NA,Top,19.062,35.59459555,,10/24/19,NA,Top,12.118,22.6325464,,11/4/19,NA,Top,12.88,24.05426008,,11/17/19,NA,Top,13.872,25.93346478,,11/22/19,NA,Top,14.295,16.39179099,,12/5/19,NA,Top,15.644,29.24638033,,12/12/19,NA,Top,16.323,30.52016785,,12/19/19,NA,Top,16.992,31.7596637,
51W,10/4/19,NA,NA,8.316,15.54765904,,10/10/19,NA,Top,8.585,16.04275243,,10/17/19,NA,Top,8.959,16.72919849,,10/24/19,NA,Top,9.291,17.35261501,,11/4/19,NA,Top,9.979,18.63644886,,11/17/19,NA,Top,10.861,20.3044522,,11/22/19,NA,Top,11.208,12.85198975,,12/5/19,NA,Top,12.318,23.02533778,,12/12/19,NA,Top,12.83,23.98971749,,12/19/19,NA,Top,13.322,24.89942496,
52B,10/4/19,NA,NA,4.178,7.811221677,,10/10/19,NA,Bottom,4.25,7.94133981,,10/17/19,NA,Bottom,4.36,8.139985679,,10/24/19,NA,Bottom,4.38,8.182365115,,11/1/19,NA,Top,4.643,8.665866267,,11/17/19,NA,Bottom,4.844,9.056012312,,11/21/19,NA,Bottom,4.898,5.616601821,,12/6/19,NA,Bottom,5.193,9.713115929,,12/12/19,NA,Bottom,5.35,10.00270718,,12/19/19,NA,Bottom,5.542,10.36123319,
52W,10/4/19,NA,NA,8.762,16.37854181,,10/10/19,NA,Top,8.825,16.49038656,,10/17/19,NA,Top,8.974,16.75591752,,10/24/19,NA,Top,9.201,17.18678336,,11/4/19,NA,Top,9.683,18.08412042,,11/14/19,NA,Control,10.051,18.79286672,,11/25/19,NA,Control,10.578,12.12894798,,12/6/19,NA,Control,11.134,20.82745676,,12/13/19,NA,Control,11.498,21.48568128,,12/19/19,NA,Control,11.726,21.92443062,
54W,10/4/19,NA,NA,7.197,13.45556783,,10/10/19,NA,Bottom,7.421,13.86651358,,10/17/19,NA,Bottom,7.7,14.37603656,,10/24/19,NA,Bottom,7.898,14.75479214,,11/1/19,NA,Top,8.452,15.78004826,,11/17/19,NA,Bottom,9.374,17.52682147,,11/21/19,NA,Bottom,9.628,11.0405558,,12/6/19,NA,Bottom,10.631,19.88448593,,12/12/19,NA,Bottom,11.091,20.73589835,,12/19/19,NA,Bottom,11.761,21.98703644,
56B,10/4/19,NA,NA,5.111,9.555810191,,10/10/19,NA,Bottom,5.21,9.734895015,,10/17/19,NA,Bottom,5.389,10.06109698,,10/24/19,NA,Bottom,5.478,10.23329565,,11/1/19,NA,Top,5.816,10.85969189,,11/17/19,NA,Bottom,6.143,11.48453419,,11/21/19,NA,Bottom,6.23,7.144054734,,12/6/19,NA,Bottom,6.656,12.44922449,,12/12/19,NA,Bottom,6.901,12.90151903,,12/19/19,NA,Bottom,7.235,13.52608885,
56W,10/4/19,NA,NA,9.312,17.40978848,,10/10/19,NA,Bottom,9.598,17.93388145,,10/17/19,NA,Bottom,9.792,18.28136233,,10/24/19,NA,Bottom,10.335,19.30601751,,11/1/19,NA,Top,10.95,20.44594673,,11/17/19,NA,Bottom,12.034,22.49794636,,11/21/19,NA,Bottom,12.338,14.14814889,,12/6/19,NA,Bottom,13.523,25.29375442,,12/12/19,NA,Bottom,14.083,26.32907964,,12/19/19,NA,Bottom,14.949,27.94623492,
57B,10/4/19,NA,NA,5.427,10.14636191,,10/10/19,NA,Bottom,5.507,10.29010784,,10/17/19,NA,Bottom,5.623,10.49824073,,10/24/19,NA,Bottom,5.695,10.63839088,,11/1/19,NA,Top,5.964,11.13317958,,11/17/19,NA,Bottom,6.19,11.57330955,,11/21/19,NA,Bottom,6.247,7.163548944,,12/6/19,NA,Bottom,6.605,12.35222121,,12/12/19,NA,Bottom,6.817,12.74447982,,12/19/19,NA,Bottom,7.094,13.26075741,
58W,10/4/19,NA,NA,8.133,15.2055208,,10/10/19,NA,Top,8.238,15.39471159,,10/17/19,NA,Top,8.466,15.80699101,,10/24/19,NA,Top,8.663,16.18226176,,11/4/19,NA,Top,9.107,17.00793063,,11/17/19,NA,Top,9.527,17.81056221,,11/21/19,NA,Top,9.693,11.11533034,,12/5/19,NA,Top,10.434,19.50315439,,12/12/19,NA,Top,10.799,20.19212464,,12/19/19,NA,Top,11.183,20.899867,
59B,10/4/19,NA,NA,5.428,10.14797132,,10/10/19,NA,Bottom,5.685,10.62243343,,10/17/19,NA,Bottom,5.975,11.15543097,,10/24/19,NA,Bottom,6.181,11.54654991,,11/1/19,NA,Top,6.73,12.56211112,,11/17/19,NA,Bottom,7.613,14.23311892,,11/21/19,NA,Bottom,7.827,8.975363788,,12/6/19,NA,Bottom,8.828,16.51211004,,12/12/19,NA,Bottom,9.321,17.42621255,,12/19/19,NA,Bottom,10.059,18.80516959,
59W,10/4/19,NA,NA,7.839,14.65660474,,10/10/19,NA,Top,7.927,14.81315067,,10/17/19,NA,Top,8.006,14.94965544,,10/24/19,NA,Top,8.23,15.36978206,,11/4/19,NA,Top,8.572,16.00919965,,11/14/19,NA,Control,8.746,16.35325671,,11/22/19,NA,Control,8.942,10.25402112,,12/6/19,NA,Control,9.344,17.47815247,,12/13/19,NA,Control,9.528,17.80396844,,12/19/19,NA,Control,9.609,17.96621643,
61W,10/4/19,NA,NA,6.158,11.51304526,,10/10/19,NA,Bottom,6.234,11.64824098,,10/17/19,NA,Bottom,6.359,11.87236578,,10/24/19,NA,Bottom,6.405,11.96561708,,11/1/19,NA,Top,6.709,12.52711019,,11/17/19,NA,Bottom,7.055,13.19092442,,11/21/19,NA,Bottom,7.161,8.21164943,,12/6/19,NA,Bottom,7.674,14.35252017,,12/12/19,NA,Bottom,7.924,14.81403228,,12/19/19,NA,Bottom,8.261,15.44343078,
62W,10/4/19,NA,NA,5.899,11.02739582,,10/10/19,NA,Bottom,6.037,11.28043963,,10/17/19,NA,Bottom,6.199,11.57364294,,10/24/19,NA,Bottom,6.342,11.8466933,,11/1/19,NA,Top,6.659,12.43280046,,11/17/19,NA,Bottom,7.122,13.31480588,,11/21/19,NA,Bottom,7.24,8.302204407,,12/6/19,NA,Bottom,7.884,14.74642904,,12/12/19,NA,Bottom,8.185,15.30361576,,12/19/19,NA,Bottom,8.556,15.99533065,
64B,10/4/19,NA,NA,6.496,12.14590212,,10/10/19,NA,Bottom,6.732,12.57908226,,10/17/19,NA,Bottom,7.045,13.15279796,,10/24/19,NA,Bottom,7.263,13.56850536,,11/1/19,NA,Top,7.873,14.69828908,,11/14/19,NA,Control,8.516,15.92279902,,11/25/19,NA,Control,9.158,10.5008414,,12/6/19,NA,Control,9.792,18.31708789,,12/13/19,NA,Control,9.281,17.34798747,,12/19/19,NA,Control,9.574,17.8993949,
64W,10/4/19,NA,NA,8.952,16.73457322,,10/10/19,NA,Bottom,9.147,17.09163182,,10/17/19,NA,Bottom,9.379,17.51030406,,10/24/19,NA,Bottom,9.538,17.81673931,,11/1/19,NA,Top,9.97,18.60837534,,11/17/19,NA,Bottom,10.532,19.68990951,,11/21/19,NA,Bottom,10.708,12.27900619,,12/6/19,NA,Bottom,11.492,21.49155581,,12/12/19,NA,Bottom,11.849,22.15365933,,12/19/19,NA,Bottom,12.354,23.09624073,
65W,10/4/19,NA,NA,9.64,18.02255777,,10/10/19,NA,Bottom,9.824,18.35568405,,10/17/19,NA,Bottom,10.048,18.75930645,,10/24/19,NA,Bottom,10.243,19.1341594,,11/1/19,NA,Top,10.632,19.84759223,,11/17/19,NA,Bottom,11.231,20.99835856,,11/21/19,NA,Bottom,11.399,13.0714414,,12/6/19,NA,Bottom,12.17,22.75890605,,12/12/19,NA,Bottom,12.576,23.51227641,,12/19/19,NA,Bottom,13.089,24.47034928,
68B,10/4/19,NA,NA,5.544,10.36589922,,10/10/19,NA,Bottom,5.569,10.40595798,,10/17/19,NA,Bottom,5.644,10.53772139,,10/24/19,NA,Bottom,5.582,10.42838346,,11/1/19,NA,Top,5.824,10.87462957,,11/17/19,NA,Bottom,6.044,11.29915377,,11/21/19,NA,Bottom,6.091,6.98478047,,12/6/19,NA,Bottom,6.306,11.7927413,,12/12/19,NA,Bottom,6.453,12.06430099,,12/19/19,NA,Bottom,6.678,12.48475762,
68W,10/4/19,NA,NA,5.557,10.38807232,,10/10/19,NA,Bottom,5.759,10.76098258,,10/17/19,NA,Bottom,5.979,11.16318856,,10/24/19,NA,Bottom,6.156,11.49954947,,11/1/19,NA,Top,6.557,12.24360427,,11/17/19,NA,Bottom,7.197,13.45572494,,11/21/19,NA,Bottom,7.385,8.468514319,,12/6/19,NA,Bottom,8.241,15.41417069,,12/12/19,NA,Bottom,8.7,16.26564924,,12/19/19,NA,Bottom,9.367,17.51239106,
69W,10/4/19,NA,NA,8.671,16.21261042,,10/10/19,NA,Bottom,8.946,16.71518215,,10/17/19,NA,Bottom,9.292,17.3483288,,10/24/19,NA,Bottom,9.485,17.71865814,,11/1/19,NA,Top,10.062,18.78255128,,11/14/19,NA,Control,10.583,19.78757422,,11/22/19,NA,Control,10.937,12.54179368,,12/6/19,NA,Control,11.583,21.66680775,,12/13/19,NA,Control,11.953,22.33772043,,12/19/19,NA,Control,12.154,22.722921,
6W,10/4/19,NA,NA,7.981,14.92095783,,10/10/19,NA,Bottom,8.222,15.36322257,,10/17/19,NA,Bottom,8.53,15.92524721,,10/24/19,NA,Bottom,8.775,16.39190166,,11/1/19,NA,Top,9.259,17.28450493,,11/17/19,NA,Bottom,10.06,18.80847477,,11/21/19,NA,Bottom,10.272,11.77903918,,12/6/19,NA,Bottom,11.188,20.92303571,,12/12/19,NA,Bottom,11.661,21.80274446,,12/19/19,NA,Bottom,12.287,22.97157564,
70B,10/4/19,NA,NA,8.682,16.22900023,,10/10/19,NA,Top,8.836,16.51222039,,10/17/19,NA,Top,9.113,17.01676368,,10/24/19,NA,Top,9.47,17.68786337,,11/4/19,NA,Top,10.144,18.94509114,,11/17/19,NA,Top,11.095,20.74191117,,11/22/19,NA,Top,11.492,13.17764687,,NA,NA,NA,NA,NA,NA,12/12/19,NA,Top,13.239,24.75708685,,12/19/19,NA,Top,14.014,26.19141139,
70W,10/4/19,NA,NA,8.845,16.53455095,,10/10/19,NA,Bottom,9.112,17.02578952,,10/17/19,NA,Bottom,9.402,17.55324435,,10/24/19,NA,Bottom,9.61,17.95170085,,11/1/19,NA,Top,10.103,18.86104237,,11/17/19,NA,Bottom,10.878,20.33783187,,11/21/19,NA,Bottom,11.112,12.74227837,,12/6/19,NA,Bottom,12.171,22.75896974,,12/12/19,NA,Bottom,12.719,23.78026779,,12/19/19,NA,Bottom,13.507,25.25050472,
71B,10/4/19,NA,NA,10.581,19.77977203,,10/10/19,NA,Bottom,11.12,20.77828204,,10/17/19,NA,Bottom,11.72,21.88087893,,10/24/19,NA,Bottom,12.232,22.85025053,,11/1/19,NA,Top,13.187,24.61464478,,11/17/19,NA,Bottom,14.94,27.9329959,,11/21/19,NA,Bottom,15.364,17.61825498,,12/6/19,NA,Bottom,17.319,32.38625013,,12/12/19,NA,Bottom,18.288,34.19059919,,12/19/19,NA,Bottom,19.718,36.86445254,
72B,10/4/19,NA,NA,7.16,13.38741675,,10/10/19,NA,Bottom,7.444,13.90876548,,10/17/19,NA,Bottom,7.835,14.62770362,,10/24/19,NA,Bottom,8.121,15.17178468,,11/1/19,NA,Top,8.816,16.4609033,,11/14/19,NA,Control,9.589,17.92904179,,11/25/19,NA,Control,10.307,11.81821392,,12/6/19,NA,Control,11.036,20.64360617,,12/13/19,NA,Control,11.505,21.49817978,,12/19/19,NA,Control,11.86,22.17497417,
72W,10/4/19,NA,NA,4.656,8.703772667,,10/10/19,NA,Bottom,4.834,9.032573327,,10/17/19,NA,Bottom,5.044,9.416992606,,10/24/19,NA,Bottom,5.175,9.667018927,,11/1/19,NA,Top,5.571,10.4022255,,11/17/19,NA,Bottom,6.11,11.42403234,,11/21/19,NA,Bottom,6.296,7.219707037,,12/6/19,NA,Bottom,7.035,13.15843839,,12/12/19,NA,Bottom,7.457,13.94171797,,12/19/19,NA,Bottom,8.058,15.06471651,
73B,10/4/19,NA,NA,11.361,21.23787828,,10/10/19,NA,Bottom,11.976,22.37776131,,10/17/19,NA,Bottom,12.676,23.66570148,,10/24/19,NA,Bottom,11.764,21.97599307,,11/1/19,NA,Top,12.698,23.70001505,,11/17/19,NA,Bottom,14.467,27.04509494,,11/21/19,NA,Bottom,14.91,17.09793459,,12/6/19,NA,Bottom,16.804,31.43061815,,12/12/19,NA,Bottom,17.704,33.09788334,,12/19/19,NA,Bottom,19.075,35.65953784,
73W,10/4/19,NA,NA,12.171,22.75147475,,10/10/19,NA,Bottom,12.741,23.80720247,,10/17/19,NA,Bottom,13.36,24.94335695,,10/24/19,NA,Bottom,11.135,20.8009761,,11/1/19,NA,Top,11.831,22.08355671,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74W,10/4/19,NA,NA,6.144,11.48539074,,10/10/19,NA,Bottom,6.391,11.94128428,,10/17/19,NA,Bottom,6.456,12.0534665,,10/24/19,NA,Bottom,6.719,12.55124641,,11/1/19,NA,Top,7.037,13.13855186,,11/17/19,NA,Bottom,7.789,14.56330408,,11/21/19,NA,Bottom,8.034,9.212734467,,12/6/19,NA,Bottom,9.071,16.96217357,,12/12/19,NA,Bottom,9.652,18.04503846,,12/19/19,NA,Bottom,10.522,19.67023104,
77B,10/4/19,NA,NA,8.919,16.67288411,,10/10/19,NA,Bottom,9.358,17.48544099,,10/17/19,NA,Bottom,9.85,18.38964655,,10/24/19,NA,Bottom,10.31,19.25881551,,11/1/19,NA,Top,11.06,20.64442035,,11/17/19,NA,Bottom,12.47,23.31244996,,11/21/19,NA,Bottom,12.837,14.72073685,,12/6/19,NA,Bottom,14.397,26.92850569,,12/12/19,NA,Bottom,15.15,28.32617945,,12/19/19,NA,Bottom,16.289,30.44969429,
78B,10/4/19,NA,NA,6.579,12.29983481,,10/10/19,NA,Top,6.796,12.69932789,,10/17/19,NA,Top,7.011,13.09033947,,10/24/19,NA,Top,7.355,13.73823324,,11/4/19,NA,Top,7.982,14.90730654,,11/17/19,NA,Top,8.775,16.40471118,,11/21/19,NA,Top,9.013,10.33559252,,12/5/19,NA,Top,10.076,18.83602055,,12/12/19,NA,Top,10.657,19.92661101,,12/19/19,NA,Top,11.33,21.17289125,
78W,10/4/19,NA,NA,8.649,16.1677352,,10/10/19,NA,Bottom,8.997,16.81134924,,10/17/19,NA,Bottom,9.398,17.54577647,,10/24/19,NA,Bottom,9.728,18.17212756,,11/1/19,NA,Top,10.393,19.40393299,,11/17/19,NA,Bottom,11.481,21.4646576,,11/21/19,NA,Bottom,11.824,13.55873825,,12/6/19,NA,Bottom,13.293,24.86291182,,12/12/19,NA,Bottom,14.036,26.24050444,,12/19/19,NA,Bottom,15.148,28.31825317,
79B,10/4/19,NA,NA,3.871,7.23594332,,10/10/19,NA,Bottom,3.762,7.029304231,,10/17/19,NA,Bottom,3.761,7.021671133,,10/24/19,NA,Bottom,3.689,6.891315747,,11/1/19,NA,Top,3.822,7.136294512,,11/17/19,NA,Bottom,3.869,7.232838345,,11/21/19,NA,Bottom,3.879,4.448215177,,12/6/19,NA,Bottom,3.818,7.140724785,,12/12/19,NA,Bottom,3.815,7.132962019,MOSTLY DEAD,12/19/19,NA,Bottom,3.816,7.133218253,MOSTLY DEAD
79W,10/4/19,NA,NA,5.822,10.88288866,,10/10/19,NA,Bottom,5.996,11.20353753,,10/17/19,NA,Bottom,6.292,11.74697016,,10/24/19,NA,Bottom,6.517,12.17485191,,11/1/19,NA,Top,7.086,13.22765099,,11/14/19,NA,Control,7.602,14.21384666,,11/22/19,NA,Control,7.973,9.142883879,,12/6/19,NA,Control,8.632,16.14717143,,12/13/19,NA,Control,8.997,16.81400991,,12/19/19,NA,Control,9.261,17.31555108,
7W,10/4/19,NA,NA,12.809,23.94963982,,10/10/19,NA,Bottom,13.055,24.39392734,,10/17/19,NA,Bottom,13.365,24.95204326,,10/24/19,NA,Bottom,12.668,23.66656426,,11/1/19,NA,Top,13.245,24.73056536,,11/14/19,NA,Control,13.847,25.8904413,,11/25/19,NA,Control,14.453,16.57187711,,12/6/19,NA,Control,15.057,28.16444154,,12/13/19,NA,Control,6.745,12.60366993,,12/19/19,NA,Control,6.785,12.68610453,
80W,10/4/19,NA,NA,3.593,6.716461159,,10/10/19,NA,Bottom,3.734,6.977167729,,10/17/19,NA,Bottom,3.895,7.271845004,,10/24/19,NA,Bottom,3.953,7.384677922,,11/1/19,NA,Top,4.316,8.058877269,,11/17/19,NA,Bottom,4.789,8.953890051,,11/21/19,NA,Bottom,4.932,5.655638738,,12/6/19,NA,Bottom,5.575,10.42680479,,12/12/19,NA,Bottom,5.915,11.05817781,,12/19/19,NA,Bottom,6.443,12.04479173,
81W,10/4/19,NA,NA,7.081,13.23936959,,10/10/19,NA,Bottom,8.108,15.14981359,,10/17/19,NA,Bottom,8.516,15.89910964,,10/24/19,NA,Bottom,8.861,16.55255164,,11/1/19,NA,Top,9.514,17.75960971,,11/14/19,NA,Control,10.217,19.10324538,,11/25/19,NA,Control,10.875,12.46955006,,12/6/19,NA,Control,11.459,21.43430535,,12/13/19,NA,Control,11.843,22.13215285,,12/19/19,NA,Control,12.056,22.53970179,
82B,10/4/19,NA,NA,5.196,9.715225896,,10/10/19,NA,Top,5.326,9.952929585,,10/17/19,NA,Top,5.552,10.36621948,,10/24/19,NA,Top,5.765,10.76689006,,11/4/19,NA,Top,6.227,11.62964142,,11/14/19,NA,Control,6.504,12.16116872,,11/22/19,NA,Control,6.758,7.749572216,,12/6/19,NA,Control,7.193,13.4543136,,12/13/19,NA,Control,7.368,13.77039526,,12/19/19,NA,Control,7.469,13.96464026,
83B,10/4/19,NA,NA,5.044,9.430302091,,10/10/19,NA,Top,5.154,9.630759473,,10/17/19,NA,Top,5.292,9.880769718,,10/24/19,NA,Top,5.463,10.20474385,,11/4/19,NA,Top,5.787,10.80789062,,11/17/19,NA,Top,6.224,11.63566067,,11/22/19,NA,Top,6.415,7.355952375,,12/5/19,NA,Top,6.602,12.33872302,,12/12/19,NA,Top,6.765,12.64929375,,12/19/19,NA,Top,7.136,13.33786253,
85B,10/4/19,NA,NA,6.925,12.94769586,,10/10/19,NA,Top,7.015,13.1092379,,10/17/19,NA,Top,7.054,13.17265169,,10/24/19,NA,Top,7.236,13.51666237,,11/4/19,NA,Top,7.508,14.02205681,,11/17/19,NA,Top,7.869,14.7109598,,NA,NA,NA,NA,NA,NA,12/5/19,NA,Top,8.537,15.95599132,,12/12/19,NA,Top,8.875,16.59416098,,12/19/19,NA,Top,9.248,17.28076198,
86B,10/4/19,NA,NA,3.402,6.359586472,,10/10/19,NA,Top,3.46,6.465687061,,10/17/19,NA,Top,3.547,6.623673879,,10/24/19,NA,Top,3.727,6.961027355,,11/4/19,NA,Top,3.994,7.459256115,,11/17/19,NA,Top,4.335,8.104207744,,11/22/19,NA,Top,4.47,5.125659722,,12/5/19,NA,Top,4.886,9.133862286,,12/12/19,NA,Top,5.168,9.663966922,,12/19/19,NA,Top,5.491,10.26292917,
86W,10/4/19,NA,NA,3.543,6.623680583,,10/10/19,NA,Bottom,3.525,6.586469276,,10/17/19,NA,Bottom,3.554,6.635381032,,10/24/19,NA,Bottom,3.546,6.624009491,,11/1/19,NA,Top,3.68,6.869029557,,11/14/19,NA,Control,3.74,6.992868524,,11/25/19,NA,Control,3.76,4.311349616,,12/6/19,NA,Control,3.794,7.096941085,,12/13/19,NA,Control,3.848,7.190740531,MOSTLY DEAD,12/19/19,NA,Control,3.869,7.233977663,
87W,10/4/19,NA,NA,5.557,10.38807232,,10/10/19,NA,Bottom,5.647,10.55115511,,10/17/19,NA,Bottom,5.771,10.77427921,,10/24/19,NA,Bottom,5.83,10.89057398,,11/1/19,NA,Top,6.093,11.37545766,,11/17/19,NA,Bottom,6.478,12.1120919,,11/21/19,NA,Bottom,6.59,7.556873306,,12/6/19,NA,Bottom,7.008,13.10449922,,12/12/19,NA,Bottom,7.232,13.52105463,,12/19/19,NA,Bottom,7.538,14.09072306,
88B,10/4/19,NA,NA,6.336,11.8461384,,10/10/19,NA,Bottom,6.535,12.21066006,,10/17/19,NA,Bottom,6.784,12.66584832,,10/24/19,NA,Bottom,6.938,12.96034344,,11/1/19,NA,Top,7.391,13.79483472,,11/17/19,NA,Bottom,8.132,15.20422508,,11/21/19,NA,Bottom,8.333,9.555603225,,12/6/19,NA,Bottom,9.188,17.18501721,,12/12/19,NA,Bottom,9.625,17.99504298,,12/19/19,NA,Bottom,10.258,19.17519728,
88W,10/4/19,NA,NA,4.869,9.10288732,,10/10/19,NA,Bottom,5.017,9.374029607,,10/17/19,NA,Bottom,5.115,9.549795717,,10/24/19,NA,Bottom,5.341,9.977110742,,11/1/19,NA,Top,5.665,10.57502722,,11/17/19,NA,Bottom,6.218,11.62535747,,11/21/19,NA,Bottom,6.361,7.294274825,,12/6/19,NA,Bottom,7.012,13.11507844,,12/12/19,NA,Bottom,7.315,13.6765987,,12/19/19,NA,Bottom,7.81,14.5999338,
89B,10/4/19,NA,NA,7.352,13.74287142,,10/10/19,NA,Bottom,7.529,14.06795097,,NA,NA,NA,NA,NA,NA,10/24/19,NA,Bottom,8.086,15.10444056,,11/1/19,NA,Top,8.597,16.04702367,,11/14/19,NA,Control,9.199,17.19983892,,NA,NA,NA,NA,NA,NA,12/6/19,NA,Control,10.264,19.19952644,,12/13/19,NA,Control,10.578,19.76812571,,12/19/19,NA,Control,10.691,19.98771996,
89W,10/4/19,NA,NA,3.993,7.463994233,,10/10/19,NA,Bottom,4.03,7.530062747,,10/17/19,NA,Bottom,4.139,7.727385487,,10/24/19,NA,Bottom,4.162,7.775516296,,11/1/19,NA,Top,4.464,8.334374758,,11/14/19,NA,Control,4.698,8.784089927,,11/25/19,NA,Control,4.945,5.669985633,,12/6/19,NA,Control,5.208,9.742176649,,12/13/19,NA,Control,5.389,10.06985579,,12/19/19,NA,Control,5.506,10.29392817,
90W,10/4/19,NA,NA,3.605,6.738717558,,10/10/19,NA,Bottom,3.601,6.728299904,,10/17/19,NA,Bottom,3.659,6.831240275,,10/24/19,NA,Bottom,3.663,6.842745888,,11/1/19,NA,Top,3.889,7.259714186,,11/14/19,NA,Control,4.04,7.553793807,,11/25/19,NA,Control,4.207,4.823874181,,12/6/19,NA,Control,4.365,8.16503633,,12/13/19,NA,Control,4.496,8.401655257,,12/19/19,NA,Control,4.576,8.555215277,
91W,10/4/19,NA,NA,4.987,9.322533138,,10/10/19,NA,Top,5.08,9.492974067,,10/17/19,NA,Top,5.182,9.675636796,,10/24/19,NA,Top,5.345,9.98380104,,11/4/19,NA,Top,5.648,10.54801715,,11/17/19,NA,Top,5.998,11.21315757,,11/21/19,NA,Top,6.1,6.995071291,,12/5/19,NA,Top,4.389,8.202765123,,12/12/19,NA,Top,4.502,8.417680308,,12/19/19,NA,Top,4.637,8.665374821,
92W,10/4/19,NA,NA,3.722,6.957240558,,10/10/19,NA,Top,3.714,6.940335764,,10/17/19,NA,Top,3.75,7.002399187,,10/24/19,NA,Top,3.807,7.111192723,,11/4/19,NA,Top,4.035,7.535631942,,11/14/19,NA,Control,4.189,7.832386697,,11/25/19,NA,Control,4.422,5.070354316,,12/6/19,NA,Control,4.619,8.639715629,,12/13/19,NA,Control,4.751,8.878650526,,12/19/19,NA,Control,4.812,8.996437044,
93W,10/4/19,NA,NA,3.705,6.926541507,,10/10/19,NA,Top,3.695,6.904830546,,10/17/19,NA,Top,3.725,6.955716526,,10/24/19,NA,Top,3.797,7.091955357,,11/4/19,NA,Top,4.027,7.520887425,,11/14/19,NA,Control,4.184,7.823037943,,11/22/19,NA,Control,4.31,4.942409321,,12/6/19,NA,Control,4.546,8.503827773,,12/13/19,NA,Control,4.705,8.791737145,,12/19/19,NA,Control,4.795,8.96465412,
94B,10/4/19,NA,NA,7.04,13.1620394,,10/10/19,NA,Bottom,7.255,13.55633419,,10/17/19,NA,Bottom,7.535,14.06797864,,10/24/19,NA,Bottom,7.725,14.43197102,,11/1/19,NA,Top,8.276,15.44946137,,11/17/19,NA,Bottom,9.14,17.08886094,,11/21/19,NA,Bottom,9.359,10.73218227,,12/6/19,NA,Bottom,10.271,19.21063472,,12/12/19,NA,Bottom,10.69,19.9861828,,12/19/19,NA,Bottom,11.311,21.14686189,
95W,10/4/19,NA,NA,4.492,8.398063224,,10/10/19,NA,Bottom,4.655,8.69810278,,10/17/19,NA,Bottom,4.844,9.044068469,,10/24/19,NA,Bottom,4.963,9.271957563,,11/1/19,NA,Top,5.39,10.06193775,,11/17/19,NA,Bottom,5.975,11.17132868,,11/21/19,NA,Bottom,6.119,7.016799156,,12/6/19,NA,Bottom,6.737,12.60006885,,12/12/19,NA,Bottom,7.04,13.16138154,,12/19/19,NA,Bottom,7.546,14.10641491,
96B,10/4/19,NA,NA,7.152,13.37074895,,10/10/19,NA,Bottom,7.325,13.68713273,,10/17/19,NA,Bottom,7.6,14.18896586,,10/24/19,NA,Bottom,8,14.5985996,,11/1/19,NA,Top,8.256,15.41529238,,11/14/19,NA,Control,8.686,16.24065669,,11/25/19,NA,Control,9.079,10.41007069,,12/6/19,NA,Control,9.481,17.73441391,,12/13/19,NA,Control,9.726,18.17688514,BROKE,12/19/19,NA,Control,9.426,17.62360411,
